caldt,vwretx,ewretx,totval,totcnt,usdval,usdcnt,spindx,sprtrn
2017-05-04,0.000723,0.000452,21350991900.00,505,21335542700.00,505,2389.52,0.000582
2017-05-05,0.004022,0.006528,21436615400.00,505,21350991900.00,505,2399.29,0.004089
2017-05-08,-0.000127,-0.002092,21433890500.00,505,21436615400.00,505,2399.38,0.000038
2017-05-09,-0.000881,-0.000516,21415001400.00,505,21433890500.00,505,2396.92,-0.001025
2017-05-10,0.001131,0.003280,21439230000.00,505,21415001400.00,505,2399.63,0.001131
2017-05-11,-0.002196,-0.004361,21392139400.00,505,21439230000.00,505,2394.44,-0.002163
2017-05-12,-0.001524,-0.004657,21359555900.00,505,21392139400.00,505,2390.90,-0.001478
2017-05-15,0.004775,0.005991,21461604000.00,505,21359555900.00,505,2402.32,0.004776
2017-05-16,-0.000728,-0.002968,21445981600.00,505,21461604000.00,505,2400.67,-0.000687
2017-05-17,-0.018071,-0.016129,21058414500.00,505,21445981600.00,505,2357.03,-0.018178
2017-05-18,0.003876,0.002624,21140092500.00,505,21058414500.00,505,2365.72,0.003687
2017-05-19,0.006778,0.008049,21283409900.00,505,21140092500.00,505,2381.73,0.006767
2017-05-22,0.005177,0.005369,21393819500.00,505,21283409900.00,505,2394.02,0.005160
2017-05-23,0.001842,-0.000130,21433216300.00,505,21393819500.00,505,2398.42,0.001838
2017-05-24,0.002578,0.001808,21488454400.00,505,21433216300.00,505,2404.39,0.002489
2017-05-25,0.004504,0.003676,21585234900.00,505,21488454400.00,505,2415.07,0.004442
2017-05-26,0.000315,-0.000067,21592193800.00,505,21585234900.00,505,2415.82,0.000311
2017-05-30,-0.001233,-0.002222,21565569400.00,505,21592193800.00,505,2412.91,-0.001205
2017-05-31,-0.000398,0.000454,21539204300.00,505,21565569400.00,505,2411.80,-0.000460
2017-06-01,0.007666,0.010908,21702482900.00,505,21539204300.00,505,2430.06,0.007571
2017-06-02,0.003701,0.000874,21798219100.00,505,21702482900.00,505,2439.07,0.003708
2017-06-05,-0.001162,-0.002659,21772895000.00,505,21798219100.00,505,2436.10,-0.001218
2017-06-06,-0.002920,-0.003643,21709403400.00,505,21772895000.00,505,2429.33,-0.002779
2017-06-07,0.001599,0.000329,21744107100.00,505,21709403400.00,505,2433.14,0.001568
2017-06-08,0.000203,0.000952,21748517200.00,505,21744107100.00,505,2433.79,0.000267
2017-06-09,-0.001080,0.004626,21725138200.00,505,21748517200.00,505,2431.77,-0.000830
2017-06-12,-0.000978,0.001672,21704003900.00,505,21725138200.00,505,2429.39,-0.000979
2017-06-13,0.004532,0.005404,21802369400.00,505,21704003900.00,505,2440.35,0.004511
2017-06-14,-0.000939,-0.002449,21781897300.00,505,21802369400.00,505,2437.92,-0.000996
2017-06-15,-0.002305,-0.002228,21715211400.00,505,21765373700.00,504,2432.46,-0.002240
2017-06-16,-0.000012,0.000115,21714653400.00,505,21715211400.00,504,2433.15,0.000284
2017-06-19,0.008342,0.006523,21892652200.00,505,21664271300.00,503,2453.46,0.008347
2017-06-20,-0.006624,-0.008685,21747624200.00,505,21892652200.00,505,2437.03,-0.006697
2017-06-21,-0.000395,-0.002897,21739042600.00,505,21747624200.00,505,2435.61,-0.000583
2017-06-22,-0.000303,0.000394,21732464400.00,505,21739042600.00,505,2434.50,-0.000456
2017-06-23,0.001557,0.002642,21766412800.00,505,21732464400.00,505,2438.30,0.001561
2017-06-26,0.000359,0.002967,21774218500.00,505,21766412800.00,505,2439.07,0.000316
2017-06-27,-0.008077,-0.006832,21598358300.00,505,21774218500.00,505,2419.38,-0.008073
2017-06-28,0.008790,0.007953,21788203000.00,505,21598358300.00,505,2440.69,0.008808
2017-06-29,-0.008673,-0.007149,21599237800.00,505,21788203000.00,505,2419.70,-0.008600
2017-06-30,0.001397,0.002925,21614640700.00,505,21599237800.00,505,2423.41,0.001533
2017-07-03,0.002084,0.004628,21659345600.00,505,21614640700.00,505,2429.01,0.002311
2017-07-05,0.001185,-0.002774,21685011100.00,505,21659345600.00,505,2432.54,0.001453
2017-07-06,-0.009336,-0.011252,21482555500.00,505,21685011100.00,505,2409.75,-0.009369
2017-07-07,0.006404,0.006451,21620133300.00,505,21482555500.00,505,2425.18,0.006403
2017-07-10,0.000841,0.000076,21638322100.00,505,21620133300.00,505,2427.43,0.000928
2017-07-11,-0.000721,-0.000985,21622723600.00,505,21638322100.00,505,2425.53,-0.000783
2017-07-12,0.007359,0.007215,21781987900.00,505,21622723600.00,505,2443.25,0.007306
2017-07-13,0.001925,0.002694,21823924300.00,505,21781987900.00,505,2447.83,0.001875
2017-07-14,0.004764,0.004841,21927869900.00,505,21823924300.00,505,2459.27,0.004674
2017-07-17,-0.000090,0.001239,21925780200.00,505,21927869900.00,505,2459.14,-0.000053
2017-07-18,0.000599,-0.002259,21935652700.00,505,21925780200.00,505,2460.61,0.000598
2017-07-19,0.005318,0.007094,22052315000.00,505,21935652700.00,505,2473.83,0.005373
2017-07-20,-0.000067,-0.000961,22050848800.00,505,22052315000.00,505,2473.45,-0.000154
2017-07-21,-0.000323,0.000663,22043253100.00,505,22050848800.00,505,2472.54,-0.000368
2017-07-24,-0.000950,-0.001855,22022435300.00,505,22043253100.00,505,2469.91,-0.001064
2017-07-25,0.002977,0.004517,21994147600.00,505,21929144500.00,504,2477.13,0.002923
2017-07-26,0.000367,-0.001844,22044312300.00,505,21994147600.00,504,2477.83,0.000283
2017-07-27,-0.000979,-0.000808,22022921600.00,505,22044312300.00,505,2475.42,-0.000973
2017-07-28,-0.001454,-0.001075,21990707400.00,505,22022921600.00,505,2472.10,-0.001341
2017-07-31,-0.000857,-0.000813,21944725800.00,505,21990707400.00,505,2470.30,-0.000728
2017-08-01,0.002373,0.000983,21996750300.00,505,21944725800.00,505,2476.35,0.002449
2017-08-02,0.000275,-0.003071,22002789300.00,505,21996750300.00,505,2477.57,0.000493
2017-08-03,-0.002195,-0.002673,21954465600.00,505,22002789300.00,505,2472.16,-0.002184
2017-08-04,0.001795,0.001548,21993909100.00,505,21954465600.00,505,2476.83,0.001889
2017-08-07,0.001726,0.000998,22033347000.00,506,21993909100.00,505,2480.91,0.001647
2017-08-08,-0.002418,-0.002967,21976062800.00,505,22033347000.00,506,2474.92,-0.002414
2017-08-09,-0.000459,-0.001644,21965982900.00,505,21976062800.00,505,2474.02,-0.000364
2017-08-10,-0.014502,-0.014702,21647542500.00,505,21965982900.00,505,2438.21,-0.014474
2017-08-11,0.001351,0.000583,21676854300.00,505,21647542500.00,505,2441.32,0.001276
2017-08-14,0.010031,0.009091,21894245600.00,505,21676854300.00,505,2465.84,0.010044
2017-08-15,-0.000499,-0.002497,21883329200.00,505,21894245600.00,505,2464.61,-0.000499
2017-08-16,0.001402,0.002431,21914003400.00,505,21883329200.00,505,2468.11,0.001420
2017-08-17,-0.015471,-0.015298,21574961500.00,505,21914003400.00,505,2430.01,-0.015437
2017-08-18,-0.001880,-0.002225,21534741000.00,505,21574961500.00,505,2425.55,-0.001835
2017-08-21,0.001183,0.000510,21560091100.00,505,21534741000.00,505,2428.37,0.001163
2017-08-22,0.009903,0.009343,21773607300.00,505,21560091100.00,505,2452.51,0.009941
2017-08-23,-0.003459,-0.003019,21698286200.00,505,21773607300.00,505,2444.04,-0.003454
2017-08-24,-0.002209,-0.001411,21650351200.00,505,21698286200.00,505,2438.97,-0.002074
2017-08-25,0.001584,0.003430,21684258100.00,505,21650351200.00,505,2443.05,0.001673
2017-08-28,0.000392,-0.001098,21679258900.00,505,21670812600.00,504,2444.24,0.000487
2017-08-29,0.000895,-0.001043,21719716500.00,505,21679258900.00,504,2446.30,0.000843
2017-08-30,0.004625,0.004407,21820160800.00,505,21719716500.00,505,2457.59,0.004615
2017-08-31,0.005572,0.005448,21947284000.00,505,21820160800.00,505,2471.65,0.005721
2017-09-01,0.001982,0.003923,22003267600.00,505,21792906400.00,503,2476.55,0.001982
2017-09-05,-0.007371,-0.007119,21841079600.00,505,22003267600.00,505,2457.85,-0.007551
2017-09-06,0.003118,0.003582,21909389800.00,505,21841079600.00,505,2465.54,0.003129
2017-09-07,-0.000056,-0.001052,21908172600.00,505,21909389800.00,505,2465.10,-0.000178
2017-09-08,-0.001592,0.000717,21873000500.00,505,21908172600.00,505,2461.43,-0.001489
2017-09-11,0.010746,0.010499,22108043900.00,505,21873000500.00,505,2488.11,0.010839
2017-09-12,0.003409,0.003857,22183414300.00,505,22108043900.00,505,2496.48,0.003364
2017-09-13,0.000824,0.000428,22194968800.00,505,22176683000.00,504,2498.37,0.000757
2017-09-14,-0.001165,-0.000700,22169104600.00,505,22194968800.00,504,2495.62,-0.001101
2017-09-15,0.001568,0.002060,22203893800.00,505,22169104600.00,504,2500.23,0.001847
2017-09-18,0.001312,0.000984,22243881300.00,505,22203893800.00,504,2503.87,0.001456
2017-09-19,0.001005,-0.001340,22266225800.00,505,22243881300.00,505,2506.65,0.001110
2017-09-20,0.000674,0.001541,22281232600.00,505,22266225800.00,505,2508.24,0.000634
2017-09-21,-0.003051,-0.002171,22213256900.00,505,22281232600.00,505,2500.60,-0.003046
2017-09-22,0.000595,0.002127,22226316400.00,505,22213256900.00,505,2502.22,0.000648
2017-09-25,-0.002247,0.001245,22176368200.00,505,22226316400.00,505,2496.66,-0.002222
2017-09-26,0.000149,0.000729,22179677400.00,505,22176368200.00,505,2496.84,0.000072
2017-09-27,0.004093,0.003785,22270363300.00,505,22179677400.00,505,2507.04,0.004085
2017-09-28,0.001188,0.000560,22297042100.00,505,22270363300.00,505,2510.06,0.001205
2017-09-29,0.003634,0.003529,22371374100.00,505,22297042100.00,505,2519.36,0.003705
2017-10-02,0.003847,0.004060,22457434600.00,505,22371374100.00,505,2529.12,0.003874
2017-10-03,0.002217,0.001604,22507216400.00,505,22457434600.00,505,2534.58,0.002159
2017-10-04,0.001227,0.002682,22534836200.00,505,22507216400.00,505,2537.74,0.001247
2017-10-05,0.005706,0.003405,22663430000.00,505,22534836200.00,505,2552.07,0.005647
2017-10-06,-0.001071,-0.002067,22639162300.00,505,22663430000.00,505,2549.33,-0.001074
2017-10-09,-0.001758,-0.003568,22599364800.00,505,22639162300.00,505,2544.73,-0.001804
2017-10-10,0.002530,0.002415,22656296500.00,505,22599364800.00,505,2550.64,0.002322
2017-10-11,0.001941,0.000236,22700444500.00,505,22656296500.00,505,2555.24,0.001803
2017-10-12,-0.001590,-0.000006,22664360200.00,505,22700444500.00,505,2550.93,-0.001687
2017-10-13,0.000884,0.001069,22677774600.00,505,22664360200.00,505,2553.17,0.000878
2017-10-16,0.001665,0.000249,22715359500.00,505,22677774600.00,505,2557.64,0.001751
2017-10-17,0.000645,-0.000050,22729170500.00,505,22715359500.00,505,2559.36,0.000672
2017-10-18,0.000770,0.000857,22746547000.00,505,22729170500.00,505,2561.26,0.000742
2017-10-19,0.000265,0.001585,22754421500.00,505,22746547000.00,505,2562.10,0.000328
2017-10-20,0.005123,0.006625,22872153000.00,505,22754421500.00,505,2575.21,0.005117
2017-10-23,-0.003925,-0.003890,22782456100.00,505,22872153000.00,505,2564.98,-0.003972
2017-10-24,0.001626,0.000890,22819412600.00,505,22782456100.00,505,2569.13,0.001618
2017-10-25,-0.004605,-0.006646,22714307000.00,505,22819412600.00,505,2557.15,-0.004663
2017-10-26,0.001247,0.002104,22742355700.00,505,22714307000.00,505,2560.40,0.001271
2017-10-27,0.008372,0.001060,22933087000.00,505,22742355700.00,505,2581.07,0.008073
2017-10-30,-0.003299,-0.004439,22857391600.00,505,22933087000.00,505,2572.83,-0.003192
2017-10-31,0.001029,0.001203,22841910200.00,505,22857391600.00,505,2575.26,0.000944
2017-11-01,0.001600,0.000009,22878415500.00,505,22841910200.00,505,2579.36,0.001592
2017-11-02,0.000223,-0.000936,22883505300.00,505,22878415500.00,505,2579.85,0.000190
2017-11-03,0.003182,0.001178,22956409900.00,505,22883505300.00,505,2587.84,0.003097
2017-11-06,0.001220,0.004072,22984357900.00,505,22956409900.00,505,2591.13,0.001271
2017-11-07,-0.000097,-0.001441,22982132800.00,505,22984357900.00,505,2590.64,-0.000189
2017-11-08,0.001617,0.001464,23019287600.00,505,22982132800.00,505,2594.38,0.001444
2017-11-09,-0.003784,-0.002192,22931988000.00,505,23019287600.00,505,2584.62,-0.003762
2017-11-10,-0.000778,0.000354,22913634600.00,505,22931988000.00,505,2582.30,-0.000898
2017-11-13,0.001000,0.001778,22936538300.00,505,22913634600.00,505,2584.84,0.000984
2017-11-14,-0.002156,-0.000833,22887106500.00,505,22936538300.00,505,2578.87,-0.002310
2017-11-15,-0.005571,-0.005201,22759602800.00,505,22887106500.00,505,2564.62,-0.005526
2017-11-16,0.008888,0.008471,22961616300.00,505,22759602800.00,505,2585.64,0.008196
2017-11-17,-0.002711,0.002042,22899364200.00,505,22961616300.00,505,2578.85,-0.002626
2017-11-20,0.001225,0.001108,22927617600.00,505,22899364200.00,505,2582.14,0.001276
2017-11-21,0.006405,0.003521,23074479200.00,505,22927617600.00,505,2599.03,0.006541
2017-11-22,-0.000706,-0.000214,23058180900.00,505,23074479200.00,505,2597.08,-0.000750
2017-11-24,0.002177,0.000555,23109153700.00,505,23058180900.00,505,2602.42,0.002056
2017-11-27,-0.000377,-0.001009,23100422800.00,505,23109153700.00,505,2601.42,-0.000384
2017-11-28,0.009647,0.011445,23323263700.00,505,23100422800.00,505,2627.04,0.009848
2017-11-29,-0.000410,0.005309,23313693700.00,505,23323263700.00,505,2626.07,-0.000369
2017-11-30,0.008036,0.007167,23487731800.00,505,23313693700.00,505,2647.58,0.008191
2017-12-01,-0.002059,-0.001974,23439058500.00,505,23487731800.00,505,2642.22,-0.002024
2017-12-04,-0.001135,0.002345,23412461000.00,505,23439058500.00,505,2639.44,-0.001052
2017-12-05,-0.003622,-0.006575,23322644600.00,505,23412461000.00,505,2629.57,-0.003739
2017-12-06,-0.000043,-0.002071,23321645000.00,505,23322644600.00,505,2629.27,-0.000114
2017-12-07,0.002930,0.004274,23389989000.00,505,23321645000.00,505,2636.98,0.002932
2017-12-08,0.005469,0.006466,23517724900.00,505,23389989000.00,505,2651.50,0.005506
2017-12-11,0.003176,0.001237,23592678000.00,505,23517724900.00,505,2659.99,0.003202
2017-12-12,0.001501,-0.000294,23628081200.00,505,23592678000.00,505,2664.11,0.001549
2017-12-13,-0.000400,-0.000993,23618610600.00,505,23628081200.00,505,2662.85,-0.000473
2017-12-14,-0.004004,-0.005747,23524034900.00,505,23618610600.00,505,2652.01,-0.004071
2017-12-15,0.008816,0.009348,23723138300.00,505,23524034900.00,505,2675.81,0.008974
2017-12-18,0.005384,0.007183,23850228200.00,505,23723138300.00,505,2690.16,0.005363
2017-12-19,-0.003139,-0.003073,23775369200.00,505,23850228200.00,505,2681.47,-0.003230
2017-12-20,-0.000907,-0.000181,23753796000.00,505,23775369200.00,505,2679.25,-0.000828
2017-12-21,0.001918,0.002375,23799346800.00,505,23753796000.00,505,2684.57,0.001986
2017-12-22,-0.000409,0.000756,23789098800.00,505,23799346800.00,505,2683.34,-0.000458
2017-12-26,-0.000898,0.001251,23767730600.00,505,23789098800.00,505,2680.50,-0.001058
2017-12-27,0.000735,0.000086,23785194300.00,505,23767730600.00,505,2682.62,0.000791
2017-12-28,0.001818,0.002327,23828434500.00,505,23785194300.00,505,2687.54,0.001834
2017-12-29,-0.005215,-0.005218,23675105600.00,505,23804289700.00,504,2673.61,-0.005183
2018-01-02,0.008232,0.007996,23869994100.00,505,23675105600.00,504,2695.81,0.008303
2018-01-03,0.006438,0.005604,24034050000.00,505,23869994100.00,504,2713.06,0.006399
2018-01-04,0.004040,0.002982,24131139600.00,505,24034050000.00,505,2723.99,0.004029
2018-01-05,0.007046,0.005368,24301168600.00,505,24131139600.00,505,2743.15,0.007034
2018-01-08,0.001792,0.003079,24344705000.00,505,24301168600.00,505,2747.71,0.001662
2018-01-09,0.001261,-0.000358,24375411700.00,505,24344705000.00,505,2751.29,0.001303
2018-01-10,-0.001231,-0.002595,24345401800.00,505,24375411700.00,505,2748.23,-0.001112
2018-01-11,0.007027,0.009095,24516476300.00,505,24345401800.00,505,2767.56,0.007034
2018-01-12,0.006827,0.006160,24684239300.00,505,24516476300.00,505,2786.24,0.006750
2018-01-16,-0.003495,-0.006565,24597978300.00,505,24684239300.00,505,2776.42,-0.003524
2018-01-17,0.009444,0.008209,24830277200.00,505,24597978300.00,505,2802.56,0.009415
2018-01-18,-0.001526,-0.002613,24792394300.00,505,24830277200.00,505,2798.03,-0.001616
2018-01-19,0.004471,0.006419,24900324400.00,505,24792394300.00,505,2810.30,0.004385
2018-01-22,0.008081,0.006981,25101548700.00,505,24900324400.00,505,2832.97,0.008067
2018-01-23,0.002292,0.003275,25159107400.00,505,25101548700.00,505,2839.13,0.002174
2018-01-24,-0.000505,0.000154,25149477000.00,505,25159107400.00,505,2837.54,-0.000560
2018-01-25,0.000744,-0.000635,25169025900.00,505,25149477000.00,505,2839.25,0.000603
2018-01-26,0.011814,0.009525,25467725100.00,505,25169025900.00,505,2872.87,0.011841
2018-01-29,-0.006511,-0.007470,25301037200.00,505,25467725100.00,505,2853.53,-0.006732
2018-01-30,-0.010819,-0.011135,25027365300.00,505,25301037200.00,505,2822.43,-0.010899
2018-01-31,0.000446,-0.000049,25029304500.00,505,25027365300.00,505,2823.81,0.000489
2018-02-01,-0.000995,-0.002452,25004425800.00,505,25029304500.00,505,2821.98,-0.000648
2018-02-02,-0.020880,-0.020146,24478387900.00,505,25004425800.00,505,2762.13,-0.021209
2018-02-05,-0.040871,-0.036907,23477862500.00,505,24478387900.00,505,2648.94,-0.040979
2018-02-06,0.017393,0.013354,23886215400.00,505,23477862500.00,505,2695.14,0.017441
2018-02-07,-0.004877,-0.002858,23769022700.00,505,23886215400.00,505,2681.66,-0.005002
2018-02-08,-0.037465,-0.034508,22878555000.00,505,23769022700.00,505,2581.00,-0.037536
2018-02-09,0.014634,0.013083,23212332000.00,505,22878555000.00,505,2619.55,0.014936
2018-02-12,0.013931,0.012919,23535822100.00,505,23212332000.00,505,2656.00,0.013915
2018-02-13,0.002823,0.002334,23602259900.00,505,23535822100.00,505,2662.94,0.002613
2018-02-14,0.013498,0.014607,23922433000.00,505,23602259900.00,505,2698.63,0.013402
2018-02-15,0.011977,0.010234,24201706200.00,505,23922433000.00,505,2731.20,0.012069
2018-02-16,0.000346,0.000424,24209616100.00,505,24201706200.00,505,2732.22,0.000373
2018-02-20,-0.006433,-0.006424,24054419900.00,505,24209616100.00,505,2716.26,-0.005841
2018-02-21,-0.005498,-0.006305,23921906700.00,505,24054419900.00,505,2701.33,-0.005497
2018-02-22,0.001014,0.000636,23946191900.00,505,23921906700.00,505,2703.96,0.000974
2018-02-23,0.015895,0.015546,24326375400.00,505,23946191900.00,505,2747.30,0.016028
2018-02-26,0.011497,0.007392,24605681900.00,505,24326375400.00,505,2779.60,0.011757
2018-02-27,-0.012787,-0.013487,24291050200.00,505,24605681900.00,505,2744.28,-0.012707
2018-02-28,-0.011009,-0.010803,23987621000.00,505,24291050200.00,505,2713.83,-0.011096
2018-03-01,-0.013329,-0.010725,23667886300.00,505,23987621000.00,505,2677.67,-0.013324
2018-03-02,0.005049,0.006115,23787364500.00,505,23667886300.00,505,2691.25,0.005072
2018-03-05,0.011083,0.012097,24051027900.00,505,23787364500.00,505,2720.94,0.011032
2018-03-06,0.002611,0.004273,24117044000.00,505,24051027900.00,505,2728.12,0.002639
2018-03-07,-0.000479,-0.001113,24109766300.00,505,24108377700.00,504,2726.80,-0.000484
2018-03-08,0.004472,0.002960,24217614400.00,505,24109766300.00,505,2738.97,0.004463
2018-03-09,0.017261,0.015713,24635637800.00,505,24217614400.00,505,2786.57,0.017379
2018-03-12,-0.001207,-0.001500,24605666500.00,505,24635637800.00,505,2783.02,-0.001274
2018-03-13,-0.006304,-0.004092,24450458300.00,505,24605666500.00,505,2765.31,-0.006364
2018-03-14,-0.005689,-0.006489,24311368000.00,505,24450458300.00,505,2749.48,-0.005724
2018-03-15,-0.000901,-0.002515,24289435600.00,505,24311368000.00,505,2747.33,-0.000782
2018-03-16,0.001764,0.004483,24332380800.00,505,24289435600.00,505,2752.01,0.001703
2018-03-19,-0.014183,-0.011437,24022663600.00,505,24332380800.00,505,2712.92,-0.014204
2018-03-20,0.001339,0.000635,24054818700.00,505,24022663600.00,505,2716.94,0.001482
2018-03-21,-0.001885,0.000380,24009421400.00,505,24054818700.00,505,2711.93,-0.001844
2018-03-22,-0.025092,-0.022513,23406969300.00,505,24009421400.00,505,2643.69,-0.025163
2018-03-23,-0.020973,-0.018634,22907378600.00,505,23406969300.00,505,2588.26,-0.020967
2018-03-26,0.027133,0.023016,23527770500.00,505,22907378600.00,505,2658.55,0.027157
2018-03-27,-0.017410,-0.012087,23118183400.00,505,23527770500.00,505,2612.62,-0.017276
2018-03-28,-0.003059,-0.001560,23047361900.00,505,23118183400.00,505,2605.00,-0.002917
2018-03-29,0.013787,0.012683,23343477100.00,505,23047361900.00,505,2640.87,0.013770
2018-04-02,-0.022611,-0.021877,22815687400.00,505,23343477100.00,505,2581.88,-0.022337
2018-04-03,0.012540,0.012140,23103888700.00,505,22815687400.00,505,2614.45,0.012615
2018-04-04,0.011570,0.011580,23377031000.00,505,23097130000.00,504,2644.69,0.011566
2018-04-05,0.006989,0.006648,23540415800.00,505,23377031000.00,505,2662.84,0.006863
2018-04-06,-0.021938,-0.021509,23023460600.00,505,23540415800.00,505,2604.47,-0.021920
2018-04-09,0.003264,0.001912,23098583000.00,505,23023460600.00,505,2613.16,0.003337
2018-04-10,0.016563,0.014565,23481163300.00,505,23098583000.00,505,2656.87,0.016727
2018-04-11,-0.005536,-0.003967,23351341900.00,505,23481163300.00,505,2642.19,-0.005525
2018-04-12,0.008161,0.005474,23541917900.00,505,23351341900.00,505,2663.99,0.008251
2018-04-13,-0.002942,-0.002558,23472635400.00,505,23541917900.00,505,2656.30,-0.002887
2018-04-16,0.008154,0.009643,23664036100.00,505,23472635400.00,505,2677.84,0.008109
2018-04-17,0.010819,0.007989,23920048700.00,505,23664036100.00,505,2706.39,0.010662
2018-04-18,0.000885,0.002660,23940318800.00,505,23920048700.00,505,2708.64,0.000831
2018-04-19,-0.005409,-0.007061,23810705600.00,505,23940318800.00,505,2693.13,-0.005726
2018-04-20,-0.008581,-0.007465,23601177700.00,505,23810705600.00,505,2670.14,-0.008537
2018-04-23,-0.000043,0.001946,23598153300.00,505,23601177700.00,505,2670.29,0.000056
2018-04-24,-0.013453,-0.009884,23280425100.00,505,23598153300.00,505,2634.56,-0.013381
2018-04-25,0.001845,0.002654,23323171800.00,505,23280425100.00,505,2639.40,0.001837
2018-04-26,0.010462,0.007363,23566883900.00,505,23323171800.00,505,2666.94,0.010434
2018-04-27,0.001139,0.002933,23587544800.00,505,23566883900.00,505,2669.91,0.001114
2018-04-30,-0.008028,-0.009183,23358084000.00,505,23587544800.00,505,2648.05,-0.008188
2018-05-01,0.002444,0.000847,23418291900.00,506,23358084000.00,505,2654.80,0.002549
2018-05-02,-0.007356,-0.008630,23241812700.00,505,23418291900.00,506,2635.67,-0.007206
2018-05-03,-0.002215,-0.003631,23190323300.00,505,23241812700.00,505,2629.73,-0.002254
2018-05-04,0.012760,0.011708,23491987600.00,505,23190323300.00,505,2663.42,0.012811
2018-05-07,0.003360,0.001608,23570911700.00,505,23491987600.00,505,2672.63,0.003458
2018-05-08,-0.000229,-0.000640,23565519200.00,505,23570911700.00,505,2671.92,-0.000266
2018-05-09,0.009387,0.007980,23786738100.00,506,23565519200.00,505,2697.79,0.009682
2018-05-10,0.009260,0.008430,24004005100.00,505,23786738100.00,506,2723.07,0.009371
2018-05-11,0.001784,0.001039,24046807200.00,505,24004005100.00,505,2727.72,0.001708
2018-05-14,0.000907,0.000210,24068614200.00,505,24046807200.00,505,2730.13,0.000884
2018-05-15,-0.006782,-0.004693,23905372300.00,505,24068614200.00,505,2711.45,-0.006842
2018-05-16,0.004158,0.005330,24004765500.00,505,23905372300.00,505,2722.46,0.004061
2018-05-17,-0.000982,0.000772,23979832200.00,505,24004765500.00,505,2720.13,-0.000856
2018-05-18,-0.002712,-0.001882,23914836000.00,505,23979832200.00,505,2712.97,-0.002632
2018-05-21,0.007394,0.006155,24091785000.00,505,23914836000.00,505,2733.01,0.007387
2018-05-22,-0.003211,-0.003629,24014428400.00,505,24091785000.00,505,2724.44,-0.003136
2018-05-23,0.003377,0.001977,24095478300.00,505,24014428400.00,505,2733.29,0.003248
2018-05-24,-0.001996,-0.000467,24047378400.00,505,24095478300.00,505,2727.76,-0.002023
2018-05-25,-0.002284,-0.001601,23992461600.00,505,24047378400.00,505,2721.33,-0.002357
2018-05-29,-0.011502,-0.011205,23716460500.00,505,23992461600.00,505,2689.86,-0.011564
2018-05-30,0.012732,0.012904,24018409200.00,505,23716460500.00,505,2724.01,0.012696
2018-05-31,-0.006884,-0.009505,23844718600.00,505,24018409200.00,505,2705.27,-0.006880
2018-06-01,0.010843,0.008766,24098150000.00,505,23844718600.00,505,2734.62,0.010849
2018-06-04,0.004758,0.003297,24212740700.00,505,24098150000.00,505,2746.87,0.004480
2018-06-05,0.000688,0.001825,24233215100.00,505,24212740700.00,505,2748.80,0.000703
2018-06-06,0.008509,0.007870,24439425200.00,505,24233215100.00,505,2772.35,0.008567
2018-06-07,-0.000780,0.000471,24393817500.00,505,24382962900.00,504,2770.37,-0.000714
2018-06-08,0.003102,0.004735,24469526500.00,505,24393817500.00,505,2779.03,0.003126
2018-06-11,0.001200,0.002197,24499020500.00,505,24469526500.00,505,2782.00,0.001069
2018-06-12,0.001771,0.003044,24542415200.00,505,24499020500.00,505,2786.85,0.001743
2018-06-13,-0.003928,-0.005131,24446022600.00,505,24542415200.00,505,2775.63,-0.004026
2018-06-14,0.002490,0.002652,24506828600.00,505,24446022600.00,505,2782.49,0.002472
2018-06-15,-0.000989,0.000267,24405068800.00,505,24429558900.00,504,2779.66,-0.001017
2018-06-18,-0.002058,-0.001427,24372547600.00,505,24405068800.00,504,2773.75,-0.002126
2018-06-19,-0.003956,-0.004248,24276131800.00,505,24372547600.00,504,2762.59,-0.004023
2018-06-20,0.001667,0.002695,24336480700.00,505,24276131800.00,504,2767.32,0.001712
2018-06-21,-0.006267,-0.005820,24183974100.00,505,24336480700.00,505,2749.76,-0.006345
2018-06-22,0.001853,0.002467,24226626400.00,505,24183974100.00,505,2754.88,0.001862
2018-06-25,-0.013621,-0.010932,23896626900.00,505,24226626400.00,505,2717.07,-0.013725
2018-06-26,0.002200,0.000947,23949191100.00,505,23896626900.00,505,2723.06,0.002205
2018-06-27,-0.008635,-0.008729,23742395300.00,505,23949191100.00,505,2699.63,-0.008604
2018-06-28,0.006100,0.003923,23887230000.00,505,23742395300.00,505,2716.31,0.006179
2018-06-29,0.000757,0.000809,23915147100.00,505,23887230000.00,505,2718.37,0.000758
2018-07-02,0.002959,0.000488,23976830800.00,505,23915147100.00,505,2726.71,0.003068
2018-07-03,-0.004887,-0.001484,23859581200.00,505,23976830800.00,505,2713.22,-0.004947
2018-07-05,0.008541,0.007843,24063377000.00,505,23859581200.00,505,2736.61,0.008621
2018-07-06,0.008440,0.007683,24266465600.00,505,24063377000.00,505,2759.82,0.008481
2018-07-09,0.008941,0.008144,24483434100.00,505,24266465600.00,505,2784.17,0.008823
2018-07-10,0.003495,0.002527,24569009200.00,505,24483434100.00,505,2793.84,0.003473
2018-07-11,-0.006999,-0.008333,24397216600.00,505,24569009200.00,505,2774.02,-0.007094
2018-07-12,0.008784,0.005604,24611526400.00,505,24397216600.00,505,2798.29,0.008749
2018-07-13,0.001182,0.001129,24640428600.00,505,24611526400.00,505,2801.31,0.001079
